-2,1,-133,162,49,60,60,454,496
-13,13,-171,54,92,60,22,454,496
-7,5,168,45,77,60,60,454,496
0,0,168,32,79,60,60,453,496
0,0,168,45,137,60,60,437,492
0,0,168,44,318,60,60,444,495
0,0,168,32,77,60,60,434,496
0,0,168,31,79,60,60,434,496
1,-1,170,45,129,60,60,439,508
0,0,173,45,114,60,60,434,496
0,0,173,46,113,60,60,433,497
0,0,173,46,115,60,60,434,496
0,0,173,46,112,60,60,434,498
0,0,173,45,97,60,60,442,496
0,0,173,45,147,60,60,443,513
0,0,173,45,323,60,60,446,513
0,0,173,46,153,60,60,455,506
2,-2,175,43,324,60,60,446,513
11,-12,-153,67,77,60,60,446,499
6,-7,-129,87,43,60,60,447,496
3,-3,-123,88,47,60,60,446,496
4,-4,-110,121,41,60,60,446,497
14,12,-109,147,49,60,60,446,496
24,23,-107,132,56,60,60,446,496
23,21,-106,91,68,60,60,446,496
23,22,-105,123,79,60,60,446,500
20,20,-103,103,89,60,60,446,496
19,18,-102,95,104,60,60,446,496
16,15,-103,82,62,60,60,446,496
-3,12,-118,81,100,60,60,447,498
-9,6,-145,95,126,60,60,446,496
-7,6,-160,45,185,60,60,448,511
-15,13,156,26,322,60,60,446,496
-2,3,148,26,219,60,60,446,513
0,0,148,26,216,60,60,437,485
3,3,148,24,327,60,60,446,496
-2,3,143,44,201,60,19,458,474
-8,8,117,55,107,60,60,445,496
0,1,115,54,77,60,60,445,496
15,15,115,95,85,60,60,447,495
13,14,114,81,107,60,60,445,498
1,1,114,39,108,60,60,446,496
0,0,114,38,107,60,60,446,496
0,0,114,58,77,60,60,442,505
0,0,114,81,95,60,60,422,496
0,0,114,82,111,60,60,421,481
0,0,114,58,81,60,60,423,450
0,0,114,81,80,60,60,441,418
0,0,114,58,109,60,60,396,391
0,0,114,57,121,60,60,397,358
0,0,114,19,113,60,60,386,330
0,0,114,37,81,60,60,378,305
0,0,114,38,108,60,60,330,264
0,0,114,38,77,60,60,347,258
0,0,114,38,108,60,60,330,263
0,0,114,81,108,60,60,328,265
0,0,114,58,77,60,60,346,273
1,0,116,80,112,60,60,329,264
2,-2,118,56,108,60,60,329,263
5,-4,134,39,117,60,39,328,264
2,0,134,39,106,60,26,346,269
0,0,134,40,240,60,30,337,274
0,0,134,40,109,60,29,357,266
0,0,134,38,98,60,30,356,266
0,0,134,41,249,60,27,330,277
0,0,134,39,108,60,26,354,277
0,0,134,24,116,60,27,359,298
0,0,134,20,289,60,35,389,330
0,0,134,17,112,60,30,408,368
0,0,134,38,277,60,30,435,401
0,0,134,38,137,60,32,493,416
0,0,134,39,117,60,35,471,443
0,0,134,40,281,60,36,479,482
0,0,134,39,109,60,27,477,508
0,0,134,38,293,60,31,481,504
10,-6,149,32,254,27,60,469,496
16,-17,-158,38,183,60,60,469,496
0,-7,-145,41,109,60,60,479,504
15,-6,-122,93,102,60,60,470,496
11,-12,-86,66,52,60,60,470,496
0,-2,-83,99,66,60,60,470,496
0,0,-83,100,50,60,60,470,497
0,0,-83,98,50,60,60,470,496
11,10,-81,92,70,60,60,473,506
18,16,-78,93,64,60,60,469,496
19,17,-76,81,88,60,60,474,507
18,18,-74,69,49,60,60,469,496
18,17,-73,72,62,60,60,470,497
17,16,-73,63,92,60,60,470,496
17,17,-72,74,64,60,60,469,496
17,17,-71,59,110,60,60,469,496
13,12,-71,54,143,60,60,470,512
1,2,-71,53,528,60,60,448,497
0,0,-71,54,113,60,60,424,495
0,0,-71,54,91,60,60,414,501
0,0,-71,54,92,60,60,390,496
0,0,-71,53,95,60,60,370,496
0,0,-71,54,155,60,60,362,513
0,0,-71,53,81,60,60,365,496
0,0,-71,54,81,60,60,366,496
3,-4,-60,83,46,60,60,364,496
0,-1,-57,82,64,60,60,365,496
0,0,-57,71,65,60,60,365,496
0,0,-57,80,64,60,60,365,496
2,1,-57,70,41,60,60,364,496
4,7,-60,94,50,60,60,365,496
7,8,-61,76,56,60,60,365,496
11,3,-51,90,47,60,60,365,496
18,10,-39,92,50,60,60,364,496
17,14,-34,111,58,60,60,365,496
17,13,-29,114,198,60,60,364,496
14,11,-25,104,72,60,60,365,491
13,12,-23,88,108,60,60,365,496
14,13,-21,90,102,60,60,365,495
13,13,-20,253,82,60,60,366,496
13,12,-20,247,76,60,60,365,496
12,11,-19,111,80,60,60,365,496
10,9,-18,119,70,60,60,364,496
3,6,-19,99,80,60,60,364,496
-13,14,-53,85,526,34,44,359,498
-13,14,-95,32,527,60,60,364,496
-2,3,-102,32,86,60,60,363,496
7,6,-101,30,89,60,60,364,497
19,21,-103,42,82,60,60,365,496
15,17,-105,40,107,60,60,366,495
3,4,-106,49,107,60,48,384,497
0,0,-106,38,109,60,60,416,496
0,0,-106,39,108,60,60,440,496
0,0,-106,40,72,60,60,451,514
0,0,-106,40,73,60,60,461,507
0,0,-106,41,109,60,60,453,496
0,0,-106,33,81,60,60,456,511
0,0,-106,34,108,60,60,452,496
0,1,-107,38,108,60,60,453,496
0,4,-112,34,64,60,54,453,497
0,0,-112,50,65,60,60,457,496
0,0,-112,34,65,60,59,469,496
0,0,-112,35,65,52,60,469,497
0,0,-112,34,65,58,60,463,495
0,0,-112,34,63,60,60,457,496
0,0,-112,33,274,44,58,463,513
0,0,-112,33,64,60,60,458,496
-2,4,-121,34,110,60,30,464,508
-2,3,-128,34,285,60,60,451,497
0,0,-128,34,118,60,60,438,485
0,0,-128,34,286,60,60,449,476
0,0,-128,34,528,60,60,457,496
2,-3,-125,34,528,60,60,457,496
12,-13,-92,31,527,60,60,456,496
4,-5,-75,39,528,60,60,456,496
1,-1,-75,40,121,60,60,471,476
2,-2,-71,56,90,60,60,457,496
3,-5,-63,64,130,54,60,457,496
3,-7,-45,82,107,60,60,457,496
2,-1,-43,81,119,60,60,457,496
4,4,-43,78,90,60,60,458,513
6,-5,-33,79,77,60,60,456,496
8,-10,-2,176,46,60,60,457,496
0,-1,0,176,47,60,60,457,496
-1,0,-2,233,46,60,60,456,496
4,4,-1,189,47,60,60,456,496
18,17,0,85,58,60,60,457,496
21,20,0,171,68,60,60,457,501
5,17,-9,170,69,60,60,458,495
0,2,-15,189,85,60,60,458,496
11,6,-11,169,59,60,60,457,496
22,20,-7,99,68,60,60,460,505
26,24,-4,138,82,60,60,458,495
3,20,-24,148,117,60,60,457,497
14,20,-35,136,240,60,60,441,480
8,10,-38,83,119,60,60,467,478
-6,6,-51,51,320,60,60,469,504
-13,13,-91,63,140,60,60,456,484
-2,3,-99,60,100,60,60,456,496
0,0,-99,61,53,60,60,457,496
0,0,-99,61,53,60,60,458,495
1,1,-99,59,53,60,60,456,496
3,3,-100,58,98,60,60,456,496
2,3,-101,58,528,60,60,457,496
13,14,-102,51,180,60,60,457,496
6,7,-104,39,528,60,60,457,496
0,1,-104,38,182,60,60,458,512
1,0,-104,38,528,60,60,457,497
1,-2,-100,47,107,60,60,456,496
0,0,-100,39,528,60,60,456,496
0,0,-100,48,187,60,60,454,513
-4,-4,-100,49,527,60,60,456,496
-3,-4,-100,51,64,60,60,458,496
4,-3,-95,51,527,60,60,456,496
12,-15,-62,43,202,60,60,454,514
4,-8,-41,49,121,60,60,457,498
7,-5,-29,85,89,60,60,456,497
9,-11,3,113,55,60,60,456,496
11,7,9,99,57,60,60,456,496
9,14,7,104,49,60,60,456,496
-3,3,-4,105,83,60,60,457,496
-3,2,-12,156,99,60,60,465,506
1,1,-11,154,91,60,60,456,498
17,16,-10,89,73,60,60,456,496
25,25,-10,111,101,60,60,457,496
27,25,-8,95,115,60,60,457,496
25,25,-7,110,119,60,60,457,496
18,19,-7,102,112,60,60,456,496
9,9,-6,97,117,60,60,456,496
-9,10,-27,95,526,60,60,457,495
-6,6,-52,93,193,60,60,461,475
-1,1,-54,86,191,60,60,465,507
-3,7,-67,69,83,60,34,485,498
-3,3,-78,71,216,60,60,465,506
-3,3,-83,69,240,60,60,456,498
-3,3,-96,67,77,60,60,456,496
0,0,-96,67,77,60,60,470,500
0,0,-96,66,102,60,60,450,505
0,0,-96,63,77,60,60,432,496
0,0,-96,64,75,60,60,432,496
0,0,-95,66,77,60,60,432,496
0,0,-95,66,77,60,60,444,496
0,0,-95,67,75,60,60,438,494
0,0,-95,67,76,60,60,442,496
1,-1,-95,59,527,60,60,444,498
13,-14,-61,77,527,60,60,445,495
6,-5,-42,97,528,60,60,445,494
6,0,-40,95,223,60,60,442,496
18,11,-30,86,401,60,60,448,511
4,5,-29,84,231,60,60,438,496
11,10,-29,80,527,60,60,444,496
24,22,-26,69,232,60,60,445,502
28,26,-23,56,234,60,60,444,496
11,12,-23,49,251,60,60,444,496
9,5,-19,46,67,60,60,444,496
21,19,-16,38,65,49,60,445,495
14,13,-15,29,280,47,47,444,496
4,4,-15,28,281,44,47,444,496
9,9,-15,24,145,35,37,434,477
19,18,-13,16,83,22,20,443,496
2,2,-14,14,86,19,17,444,496
0,0,-14,15,153,17,19,451,476
3,-3,-6,16,131,18,21,444,495
3,-1,-1,15,129,17,24,443,496
10,-8,24,22,36,17,60,443,498
5,-5,39,26,28,20,60,444,496
0,0,39,25,50,21,60,443,496
0,0,39,25,28,21,60,444,496
-10,10,12,16,99,17,23,444,496
-15,13,-31,14,86,28,16,444,497
-5,4,-46,16,73,55,16,444,496
-5,4,-57,23,72,60,18,444,496
3,6,-62,18,68,60,18,444,496
8,10,-62,13,52,55,13,443,496
-13,8,-90,57,45,39,23,443,496
-7,6,-114,56,44,60,50,444,496
-1,0,-114,56,44,60,50,443,496
0,0,-114,55,44,60,50,443,497
0,0,-114,56,44,60,48,444,496
1,0,-114,56,43,60,52,444,496
1,2,-114,37,44,60,49,443,496
-3,3,-120,52,22,60,56,444,496
-9,7,-143,59,11,60,60,443,496
8,8,-144,47,13,60,60,443,496
1,7,-149,61,9,16,42,443,496
-3,1,-155,34,7,60,60,447,506
4,2,-151,88,10,60,60,443,496
4,4,-149,61,13,60,60,443,497
1,1,-149,63,14,60,60,444,496
8,-6,-130,51,33,29,60,445,495
13,-14,-89,42,50,49,31,443,496
5,-5,-78,28,52,60,26,443,496
7,-9,-52,19,81,60,18,444,496
0,-1,-50,18,78,56,18,444,496
0,0,-50,18,79,53,18,444,496
0,0,-50,18,78,53,18,444,496
-8,-9,-50,19,76,60,21,443,496
-10,-11,-48,25,527,60,29,443,496
0,0,-49,27,527,60,28,443,496
1,-1,-47,25,76,60,28,443,496
14,-10,-22,22,526,41,31,443,496
18,-20,33,37,29,30,20,443,497
3,-2,32,36,56,31,60,444,496
11,9,32,34,57,27,60,453,502
12,-2,50,50,51,31,60,444,496
17,-18,103,58,18,60,60,442,496
6,-9,125,79,8,60,60,444,496
4,3,126,80,10,60,60,446,504
22,18,131,74,17,60,60,443,498
25,24,134,126,31,60,60,445,497
26,25,135,293,39,39,60,444,496
24,24,136,101,50,60,60,444,496
26,25,137,293,62,60,60,444,496
24,24,137,80,76,60,60,442,499
24,25,135,523,83,60,60,443,496
20,21,133,523,93,60,60,442,514
21,23,130,149,103,60,60,442,496
19,20,128,148,110,60,60,442,496
25,25,128,523,121,60,60,431,486
10,20,128,145,129,60,38,444,496
-3,14,106,185,96,60,60,445,495
-7,8,87,94,70,60,60,465,501
-10,8,59,137,70,60,60,443,498
0,2,58,140,71,60,60,445,495
0,0,58,139,71,60,60,429,496
0,0,58,137,70,60,60,416,505
0,0,58,138,71,60,60,395,496
0,0,58,140,71,60,60,396,468
0,0,58,141,71,60,60,382,436
0,0,58,135,71,60,60,371,409
0,0,58,132,71,60,60,324,374
0,0,58,141,71,60,60,315,364
0,0,58,330,71,60,60,303,365
0,0,58,132,71,60,60,303,363
3,1,59,138,70,60,60,303,364
18,16,60,127,38,60,60,303,365
26,26,61,113,48,60,60,294,367
25,25,61,108,61,60,60,303,364
28,27,61,102,75,60,60,320,367
24,26,60,68,177,60,60,303,363
4,4,59,64,87,60,60,302,369
1,0,59,64,88,60,60,303,365
4,-2,67,74,87,60,60,309,370
3,0,72,71,89,60,60,302,365
11,12,70,68,136,60,60,327,362
22,22,71,59,106,60,60,302,365
24,25,71,44,117,60,60,302,369
25,26,69,41,219,60,60,303,365
8,9,67,39,45,60,60,302,364
1,1,67,36,225,60,60,303,365
0,0,67,38,153,60,60,340,406
0,0,67,37,136,60,60,361,430
0,0,67,38,167,60,60,386,473
0,0,67,38,223,60,60,416,490
0,0,67,38,136,60,60,441,496
0,0,67,38,45,60,60,469,496
0,0,67,38,136,60,60,468,496
0,0,67,38,45,60,60,468,498
0,0,67,38,175,60,60,472,510
1,-1,67,49,46,60,60,468,496
0,0,69,70,134,60,60,470,503
2,-2,74,37,135,60,60,467,496
4,-3,86,35,92,60,60,467,496
1,-1,88,44,72,60,60,468,496
16,-10,118,41,76,53,60,468,496
13,-11,156,362,59,60,60,468,496
3,-1,163,43,111,60,60,467,496
0,0,163,43,62,60,60,468,496
4,6,160,121,60,60,60,466,496
21,20,159,84,70,60,60,468,498
22,23,158,200,82,60,60,467,497
23,23,157,93,91,60,60,468,497
23,25,156,101,104,60,60,467,496
22,21,155,104,115,60,60,467,496
20,21,153,69,125,60,60,468,496
16,17,152,91,148,60,60,475,508
14,15,151,89,168,60,60,467,496
1,3,150,79,165,60,60,471,508
-4,8,133,49,152,60,60,468,496
-10,14,99,37,87,20,60,468,496
-7,7,74,29,187,60,60,469,496
0,0,74,29,95,60,60,469,496
0,0,74,28,186,60,60,468,498
1,-3,81,43,184,60,60,468,496
0,0,82,28,185,60,60,468,496
4,-3,90,38,188,24,27,467,496
3,-1,95,36,189,45,60,467,498
0,0,95,37,95,39,60,469,496
7,-5,109,34,111,60,60,468,496
12,-12,146,58,178,60,60,468,496
2,-1,152,75,173,60,60,468,496
2,-1,157,102,185,60,60,470,513
3,-3,162,103,87,60,60,469,496
9,-9,-167,137,37,60,60,468,498
4,1,-164,130,55,60,60,468,496
18,17,-163,131,70,60,60,469,495
24,21,-158,123,55,60,60,470,495
23,22,-155,116,45,60,60,467,497
22,20,-152,131,51,60,60,468,496
21,19,-150,215,61,60,60,467,496
20,17,-147,116,68,60,60,467,496
17,18,-147,89,63,60,60,467,497
19,18,-146,119,70,60,60,484,505
20,20,-146,111,78,60,60,468,496
23,24,-146,93,88,60,60,467,496
25,25,-146,107,79,60,60,467,496
27,26,-146,67,108,60,60,467,496
27,27,-146,87,130,60,60,468,496
17,-2,-125,84,70,33,60,472,480
2,-1,-120,88,71,60,60,467,496
19,16,-116,71,78,60,60,466,513
26,23,-111,69,527,60,60,468,496
23,21,-109,48,102,60,60,479,503
13,25,-114,35,110,35,60,467,496
-15,18,-159,56,110,60,60,479,477
-15,10,161,120,90,60,19,467,496
-1,1,158,91,58,60,60,467,496
2,-4,168,119,58,60,60,455,488
0,0,167,90,242,60,60,456,513
0,0,167,128,300,60,60,428,496
0,0,167,123,222,60,60,399,475
0,0,167,129,59,60,60,368,492
0,0,167,118,229,60,60,384,508
0,0,167,120,301,60,60,375,496
0,0,167,122,225,60,60,383,513
0,0,167,122,246,60,60,375,498
0,0,167,128,225,60,60,371,513
0,0,167,118,104,60,60,395,501
3,-3,172,78,300,60,60,375,496
4,-2,-174,66,134,60,60,360,488
0,0,-174,64,305,60,60,374,513
0,0,-174,65,133,60,60,378,511
-1,1,-175,64,305,60,60,381,509
-4,4,170,117,103,60,60,375,496
0,0,170,89,301,60,60,380,498
0,0,170,100,113,60,60,401,495
0,0,170,102,280,60,60,445,507
0,0,170,116,91,60,60,466,513
0,0,170,117,263,60,60,476,506
12,8,172,114,234,60,60,467,497
21,19,176,76,73,60,60,468,496
24,22,179,83,137,60,60,450,486
7,20,173,84,334,60,17,468,496
10,16,162,82,142,60,60,451,492
15,17,160,77,63,60,60,468,496
23,26,156,94,110,60,60,469,495
25,25,152,79,63,22,60,468,496
21,-18,157,71,77,60,60,467,496
18,-3,-177,94,133,60,60,474,508
10,-3,-168,66,527,60,60,467,498
0,9,-178,87,159,60,42,457,480
-5,8,177,85,325,60,60,466,513
-3,7,173,84,156,60,60,477,504
14,10,178,95,40,60,60,468,496
27,24,-177,85,55,28,60,468,496
30,27,-173,90,69,60,60,468,496
30,28,-167,100,77,60,60,468,496
31,26,-162,39,71,60,60,468,496
28,22,-154,37,82,60,60,468,497
2,13,-159,80,80,60,60,467,496
-2,1,-163,75,82,60,60,468,496
-3,0,-168,76,79,60,48,470,495
-6,4,179,81,34,60,60,467,497
-8,7,155,113,26,60,60,468,496
10,11,153,103,31,60,60,468,496
21,20,154,102,42,60,60,468,496
25,23,157,65,52,60,60,467,496
30,25,163,104,68,60,60,467,496
31,25,174,75,48,60,60,468,496
8,20,178,61,41,60,60,468,496
14,18,172,100,100,60,60,470,497
19,17,175,87,110,60,58,467,496
16,14,179,71,39,60,55,479,480
-7,12,158,77,107,60,60,469,496
-12,14,118,66,37,60,60,471,506
-1,4,110,56,25,60,60,469,496
9,10,109,52,28,60,60,468,498
3,7,105,49,28,60,60,468,496
-3,15,81,43,26,60,60,469,496
-12,26,26,50,40,60,50,467,496
-8,12,-9,63,64,60,60,468,498
-1,3,-15,100,63,60,60,467,497
11,14,-19,121,73,60,60,469,496
17,24,-29,68,70,60,60,467,484
20,22,-35,93,89,60,60,469,498
11,2,-33,65,83,60,60,452,487
16,15,-31,65,79,60,60,467,496
21,18,-29,73,94,60,60,472,499
23,22,-31,80,46,60,60,468,496
21,20,-30,71,63,60,60,476,504
17,-1,-12,63,62,60,60,466,496
16,5,11,63,54,60,60,470,495
19,18,11,59,56,60,60,468,496
18,20,9,90,55,60,60,466,512
19,20,7,84,61,60,60,468,496
19,8,7,81,71,41,60,473,503
17,-4,38,84,35,60,60,468,498
21,12,51,106,44,60,60,466,502
20,18,56,65,52,60,60,468,496
18,18,55,101,61,60,60,466,514
16,18,53,80,56,60,60,468,496
14,15,51,75,39,58,60,467,496
10,14,47,91,46,49,60,468,497
9,14,42,81,72,41,60,468,496
12,10,38,80,89,35,60,467,496
14,9,47,77,91,37,60,471,505
11,3,51,73,61,34,35,468,496
11,4,63,105,58,47,60,467,496
14,13,65,97,64,46,60,468,496
12,12,65,63,71,45,60,469,496
0,3,62,82,71,45,60,467,497
-16,11,25,58,50,24,28,468,496
-14,5,-3,25,35,27,37,468,496
-1,0,-5,25,35,28,34,467,497
0,0,-5,25,34,28,35,468,496
0,0,-5,25,34,28,39,470,499
0,0,-5,25,35,28,35,443,497
0,0,-5,25,34,29,38,443,496
0,0,-5,24,34,28,37,464,496
0,0,-5,25,34,28,45,469,495
0,0,-5,24,34,28,39,468,498
0,0,-5,25,34,29,36,468,496
0,0,-5,24,35,28,39,441,496
0,0,-5,25,34,26,40,415,496
0,0,-5,24,34,30,38,394,503
0,0,-5,25,34,28,40,400,453
0,0,-5,23,34,26,43,401,423
0,0,-5,25,35,29,42,380,393
0,0,-5,24,35,26,42,366,362
0,0,-5,25,34,29,43,337,330
0,0,-5,24,34,28,42,326,301
0,0,-5,24,34,29,43,311,267
0,0,-5,25,34,28,37,321,239
0,0,-5,23,34,28,48,311,205
0,0,-5,20,33,28,35,333,203
0,0,-5,18,35,28,35,342,201
0,0,-5,18,34,30,40,338,213
0,0,-5,20,35,28,40,324,201
0,0,-5,52,35,28,42,327,196
0,0,-6,23,34,28,41,267,199
0,0,-6,25,34,28,33,234,213
0,0,-6,25,34,28,37,229,209
0,0,-6,25,34,28,42,260,250
0,0,-6,25,34,28,40,281,270
0,0,-6,24,34,28,36,297,294
0,0,-5,25,35,29,37,299,289
3,-3,3,52,33,26,46,308,301
2,-2,6,53,34,25,60,298,289
0,-2,8,53,41,28,60,299,288
3,-6,21,62,68,27,60,319,281
0,-5,28,55,68,32,60,297,289
3,-5,38,65,116,34,60,298,289
0,-2,42,65,117,33,60,298,289
0,0,42,65,116,38,60,298,290
8,-5,57,86,70,40,60,297,288
5,-8,77,94,68,58,60,298,290
1,0,78,95,67,60,60,296,290
-3,2,71,52,67,60,60,312,292
3,3,71,96,69,60,60,297,292
13,13,70,57,71,60,60,324,290
16,16,70,122,82,54,60,297,291
20,22,68,103,93,60,60,298,289
21,23,64,105,103,46,60,300,289
19,23,59,96,70,42,60,301,286
10,13,54,88,60,34,60,314,297
0,1,53,91,73,36,60,297,288
0,0,53,91,59,34,60,325,296
-3,1,49,66,70,34,60,298,288
0,0,48,63,67,32,60,324,319
0,0,48,66,68,34,60,346,341
0,0,48,66,68,37,60,381,383
0,0,48,65,69,30,60,404,404
0,0,48,65,70,35,60,434,443
0,0,48,83,67,36,60,461,467
0,0,48,65,68,34,60,468,492
0,0,48,66,65,32,60,470,495
0,0,48,65,67,33,60,469,496
0,0,48,65,67,35,60,468,496
2,-2,53,89,72,28,21,468,496
2,-2,57,112,68,40,60,468,496
7,6,57,85,72,38,60,467,497
17,18,55,75,80,38,60,472,507
18,10,61,69,90,29,60,469,495
3,-2,69,186,92,50,60,468,496
7,9,66,369,94,40,60,468,496
18,16,68,186,101,34,60,468,497
17,17,67,122,107,41,60,469,498
14,16,64,85,112,36,60,468,496
-1,4,58,109,111,37,60,468,496
-9,10,30,75,72,18,48,467,496
-5,3,17,44,51,19,60,468,496
-3,2,12,45,48,19,60,468,496
-6,2,0,46,45,20,60,468,495
0,1,0,49,45,20,60,468,496
0,0,0,48,45,20,60,467,497
3,-4,11,46,48,20,60,468,496
2,-2,14,47,49,21,60,467,496
2,-2,16,46,48,21,60,468,498
12,-12,47,89,103,32,60,458,481
10,-15,87,131,90,60,60,468,497
-1,-1,90,129,90,60,60,467,496
-1,0,85,99,73,60,60,469,496
0,0,85,102,71,60,60,467,496
-2,4,77,85,114,60,60,469,495
0,3,72,93,77,60,60,468,496
14,12,75,141,99,60,60,468,498
24,25,73,226,45,60,60,467,496
23,25,70,102,57,60,60,467,496
23,26,66,77,70,60,60,469,496
24,27,61,80,83,60,60,468,496
20,27,52,81,90,60,60,468,496
21,2,54,67,133,60,60,468,496
4,-2,56,129,61,60,60,469,497
13,-8,82,66,67,60,60,468,496
13,3,99,92,48,60,60,468,496
15,12,104,67,40,60,60,493,498
1,5,98,65,57,60,60,468,496
0,1,96,64,59,60,60,468,496
-3,8,83,89,69,60,60,468,496
-2,2,83,62,61,60,60,467,496
0,0,83,61,61,60,60,468,493
-3,7,69,262,118,60,60,467,496
-3,1,70,361,79,60,60,467,496
1,2,70,361,118,60,60,468,496
11,11,69,355,79,60,60,468,496
19,21,66,112,46,60,60,467,496
21,23,63,99,58,60,60,468,497
21,23,59,120,117,60,60,468,496
16,1,69,87,63,60,60,467,496
4,-2,75,85,75,60,60,468,498
1,1,75,85,73,60,60,467,496
9,6,79,87,73,60,60,467,496
17,13,85,304,52,60,60,469,496
18,16,88,82,80,60,60,467,497
19,18,90,111,58,60,60,468,496
19,18,91,102,84,60,47,468,496
17,17,91,94,87,60,60,468,496
17,17,91,70,121,60,56,467,496
5,15,89,84,41,60,58,469,496
-4,7,84,88,41,60,60,467,496
-2,2,81,94,72,60,60,468,496
