150,150
150,150
150,150
150,150
150,150
150,150
150,150
150,150
150,150
150,150
150,150
150,150
150,150
150,150
150,150
150,150
150,150
150,150
150,150
150,150
150,150
150,150
150,150
150,150
150,150
150,150
150,150
150,150
150,150
149,150
148,150
146,150
144,150
142,150
140,150
138,150
136,150
134,150
132,150
130,150
129,150
129,150
128,150
128,150
128,150
128,150
128,150
128,151
128,152
128,153
128,154
128,155
128,156
128,157
128,158
128,159
128,159
128,159
128,159
127,159
126,159
125,159
125,159
125,159
125,159
125,159
124,159
123,159
122,159
120,159
118,159
116,159
115,159
114,159
113,159
113,159
113,159
113,159
113,159
113,159
113,159
113,159
113,159
112,159
111,159
111,159
111,159
110,159
108,159
105,159
103,159
102,159
101,159
100,159
100,159
100,159
100,159
100,159
100,159
100,159
100,159
100,159
100,159
100,159
99,159
99,158
99,158
99,158
99,158
99,158
99,158
99,158
99,158
99,158
99,158
99,158
99,158
98,157
97,155
96,153
95,151
95,151
94,150
93,148
92,147
92,147
92,147
92,147
92,147
92,146
92,146
92,146
92,146
92,146
92,146
92,146
92,146
92,146
92,146
92,146
92,146
92,146
92,146
92,146
92,146
92,146
92,146
92,146
92,146
91,144
90,141
89,138
88,135
87,133
86,131
85,129
84,128
84,128
84,128
84,127
84,127
84,127
83,127
83,127
83,127
83,127
82,128
81,129
80,129
80,129
80,129
80,129
80,129
80,129
80,129
80,129
80,129
80,129
80,129
80,129
80,129
80,129
80,129
80,129
80,129
80,129
80,129
79,129
79,129
79,129
79,129
79,129
79,129
79,129
79,129
79,129
79,129
79,129
79,129
79,129
79,129
79,129
78,129
78,129
78,129
77,128
77,128
76,128
76,128
76,128
76,127
76,125
76,123
76,121
76,119
76,117
76,115
76,113
76,111
76,110
76,110
76,110
76,110
76,110
76,110
76,110
76,110
76,110
76,110
76,110
76,110
76,109
76,108
76,107
76,106
77,105
78,104
79,103
80,102
81,101
82,100
83,99
84,98
85,97
85,96
85,95
85,95
85,95
85,95
84,94
83,92
82,90
81,89
81,89
81,89
81,89
81,89
81,89
81,89
81,89
81,89
80,88
80,88
80,88
80,88
80,88
80,88
80,88
80,88
79,87
79,87
79,87
79,87
79,87
79,87
79,87
79,87
79,87
79,87
78,87
77,87
77,87
77,86
77,86
76,86
76,86
76,86
76,85
77,85
79,85
80,84
80,83
80,82
82,81
84,80
85,79
86,78
86,77
86,77
86,77
86,77
86,77
86,77
85,76
84,75
83,74
82,72
81,71
81,71
81,71
81,71
81,71
81,71
81,71
81,71
81,71
80,71
79,71
79,70
78,69
78,69
79,69
79,69
79,69
79,68
80,67
82,66
84,65
86,64
87,63
87,62
87,62
87,62
87,62
87,61
87,61
87,61
87,61
87,61
87,61
87,61
87,61
87,61
87,61
87,61
87,61
87,61
87,61
87,61
87,60
88,59
88,58
88,57
90,55
92,53
93,52
93,51
94,50
95,49
95,48
95,47
96,46
96,45
96,45
96,45
96,44
96,44
96,44
96,44
96,44
96,44
95,44
95,44
95,44
95,43
95,42
95,42
95,42
95,42
95,42
95,42
95,42
94,41
94,41
94,41
93,40
92,39
92,39
91,38
90,37
89,36
88,35
88,35
88,35
87,35
87,35
87,35
87,35
86,35
85,35
85,35
85,35
85,34
84,33
84,33
84,33
84,33
84,33
84,32
83,32
81,33
79,34
77,35
75,36
73,37
71,38
69,39
67,40
65,41
63,42
61,43
60,44
59,44
59,44
58,43
58,43
58,43
58,43
58,43
58,43
58,43
58,43
58,43
58,43
